web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price
1662023810-1324,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=2,"4,5 Zimmer, 119 m², CHF 2130.—","Bahnhofstr. 6, 8353 Elgg, ZH",CHF 2130.—,"«Wohnen wie im Einfamilienhaus! - ""Mieten ohne Kaution""»","top4,5 Zimmer, 119 m², CHF 2130.—Bahnhofstr. 6, 8353 Elgg, ZH«Wohnen wie im Einfamilienhaus! - ""Mieten ohne Kaution""»In Elgg vermieten wir diese schöne Maisonette Wohnung. Profitieren Sie von folgenden Vorzügen:- Grosszügiger Grundriss- Parkett im Wohnbereich- Keramik-Platten in der Küche, Badezimmer und im Korridor- Moderne Küche mit Geschirrspüler und Glaskeramik- Helles Badezimmer mit Fenster, Badewanne und Doppellavabo- Separates Gäste-WC- Abstellraum mit eigenem Waschturm (WM/WT)- Bodenheizung- Terrasse mit Sicht ins Grüne- Nähe Bahnhof, Dorfkern, Schulen und Einkaufsmöglichkeiten- Einstellplatz vorhanden(Die Fotos entsprechen dem Standard und können allAnbieter kontaktierenKontaktieren",4.5,119,2130
1662023742-801,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=24,"3 Zimmer, 68 m², CHF 2900.—","Albisriederplatz 1, 8003 Zürich, ZH",CHF 2900.—,«Tolle Stadtwohnung an zentraler Lage»,"3 Zimmer, 68 m², CHF 2900.—Albisriederplatz 1, 8003 Zürich, ZH«Tolle Stadtwohnung an zentraler Lage»DAS WICHTIGSTEFreundliches Entrée mit Einbauschrank und DeckenspotsTop Küche mit Granitabdeckung, ausgestattet mit modernsten Apparaten wie Glaskeramik-Kochfeld, Backofen, Waschautomat, Kühlschrank mit Gefrierfach und GeschirrspülerGrosszügiges und lichtdurchflutetes Wohn- und Esszimmer mit schönem ParkettbodenNasszelle WC/Lavabo mit Spiegelschrank und DeckenspotsDusche mit Glastrennwand / Lavabo mit Spiegelschrank und DeckenspotsSeparates EstrichabteilKombigerät (Waschmaschine/Tumbler) in der WohnungDIE LAGEMitten in der StadtBeliebtes Wohnqua",3.0,68,2900
1662023698-465,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=38,"1,5 Zimmer, 38 m², CHF 1650.—","Seestrasse 148, 8810 Horgen, ZH",CHF 1650.—,«Renovierte Wohnung mitten im Zentrum»,"1,5 Zimmer, 38 m², CHF 1650.—Seestrasse 148, 8810 Horgen, ZH«Renovierte Wohnung mitten im Zentrum»Diese schöne und renovierte 1.5-Zimmer-Wohnung wird per 01.11.2022 vermietet. Die Wohnung befindet sich nur wenige Gehminuten vom See entfernt. Diverse Einkaufsmöglichkeiten befinden sich direkt vor der Haustüre. Ebenso ist der Bahnhof in wenigen Minuten zu Fuss erreichbar. Der Balkon im 1. OG kann mitbenutzt werden.Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus: Zentrale Lage mitten in HorgenBahnhof/ÖV in wenigen Gehminuten erreichbarSeepromenade in wenigen Gehminuten erreichbarDiverse Einkaufsmöglichkeiten direkt vor der Ha",1.5,38,1650
1662023711-575,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=34,"4,5 Zimmer, 104 m², CHF 2152.—","Am Dorfbach 17, 8308 Illnau, ZH",CHF 2152.—,«Wohnen an ruhiger und dennoch zentraler Lage»,"4,5 Zimmer, 104 m², CHF 2152.—Am Dorfbach 17, 8308 Illnau, ZH«Wohnen an ruhiger und dennoch zentraler Lage»Per 01.11.2022 vermieten wir diese schöne und grosszügige 4.5-Zimmerwohnung in Illnau.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenNasszellen mit dunklem PlattenbodenGrosses Wohnzimmer mit viel TageslichtHelle und geräumige SchlafzimmerModerne Küche mit Glaskeramikherd, Geschirrspüler, Backofen und ausreichend Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und DuscheSeparates WC mit Lavabo und SpiegelschrankGrosser Balkon für gemütliche SonnenstundenTrockenraum zur MitbenAnbieter kontaktierenKontaktieren",4.5,104,2152
1662023707-530,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=35,"3,5 Zimmer, 82 m², CHF 2240.—","Alte Zwillikerstrasse 7, 8908 Hedingen, ZH",CHF 2240.—,«Wohnen zwischen Zürich und Zug»,"3,5 Zimmer, 82 m², CHF 2240.—Alte Zwillikerstrasse 7, 8908 Hedingen, ZH«Wohnen zwischen Zürich und Zug»Die LageIn Hedingen sind Sie der Zeit wortwörtlich voraus. Die Kirchenturmuhr geht hier nämlich immer drei Minuten vor, so will es ein traditioneller Brauch. Dadurch sollte einst verhindert werden, dass die Dorfbewohner zu spät zum Bahnhof gelangten. Für Sie wird dies jedoch kaum ein Thema sein, denn Sie wohnen direkt am Bahnhof. Die beschauliche Gemeinde ist von herrlicher Natur umgeben: Stadt, Land und Fluss geben sich hier die Hand. Vor Ort finden Sie praktisch alles, was das Alltagsleben angenehm macht: Restaurants, Volg, Poststelle, Bank, Anbieter kontaktierenKontaktieren",3.5,82,2240
1662023795-1211,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=7,"4 Zimmer, 82 m², CHF 2130.—","Agnesstrasse 2, 8406 Winterthur, ZH",CHF 2130.—,«Charmante Altbauwohnung sucht neue Mieter!»,"4 Zimmer, 82 m², CHF 2130.—Agnesstrasse 2, 8406 Winterthur, ZH«Charmante Altbauwohnung sucht neue Mieter!»Wir vermieten in einem denkmalgeschützten Haus eine charmante Altbauwohnung. Das im Jahr 1873 erbaute Quartier ist inspiriert an die englischen Liverpooler Working-Class-Houses. Die Wohnung verfügt über den folgenden Ausbaustandard:- Wohnräume mit Holzboden- drei Schlafzimmer - Küche mit Glaskeramikherd- und Geschirrspüler- Badezimmer mit Badewanne - KellerabteilBei den Fotos handelt es sich um Musterfotos, die den Ausbaustandard zeigen. In dieser Überbauung stehen leider keine Parkplätze zur Verfügung. Das gut erschlossene Sulzer-Areal liegt iNeuAnbieter kontaktierenKontaktieren",4.0,82,2130
1662023723-654,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=30,"3,5 Zimmer, 105 m², CHF 1990.—","8046 Zürich, ZH",CHF 1990.—,"«RESERVIERT! SONNIG, RUHIG UND GROSSZÜGIG»","3,5 Zimmer, 105 m², CHF 1990.—8046 Zürich, ZH«RESERVIERT! SONNIG, RUHIG UND GROSSZÜGIG»Wir vermieten diese schöne, geräumige Dachwohnung an einer ruhigen und doch zentralen Lage. Die Wohnung besticht unter anderem durch die Helligkeit, eine ideale Raumaufteilung mit einem grosszügigen Wohn- und Essbereich und einer Küche mit viel Stauraum. Auf dem sonnigen Balkon können Sie ruhige, schöne und erholsame Stunden geniessen. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- in einem ruhigen und doch zentralen Quartier - einladender Balkon auf der Sonnenseite- ideal für Singles oder Paare- grosszügiger Wohn- und EAnbieter kontaktierenKontaktieren",3.5,105,1990
1662023752-872,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=21,"2,5 Zimmer, CHF 1800.—","Betpurstrasse 32, 8910 Affoltern am Albis, ZH",CHF 1800.—,«Mehrere Wohnungen in Affoltern am Albis zu vermieten»,"2,5 Zimmer, CHF 1800.—Betpurstrasse 32, 8910 Affoltern am Albis, ZH«Mehrere Wohnungen in Affoltern am Albis zu vermieten»Per 1. November 2022 oder per 1. Dezember 2022 vermieten wir folgende Wohnungen in der Überbauung ""Im Rosenfeld"" in Affoltern am Albis.2.5 Zimmer-Attikawohnung, 4. OG (Verfügbar per 01.11.2022):Netto: CHF 1'650, NK: CHF 150, Brutto: CHF 1'8003.5 Zimmer-Wohnung, 1. OG (Verfügbar per 01.12.2022):Netto: CHF 1'625, NK: 220, Brutto: CHF 1'8454.5 Zimmer-Wohnung, 3. OG (Verfügbar per 01.12.2022):Netto: CHF 1'925, NK: 160, Brotto: CHF 2'085Alle Wohnungen verfügen über folgenden Ausbaustandart:- moderne Küche- grosszügiger Wohn- und Essbereich- Parkett",2.5,,1800
1662023730-719,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=28,"4,5 Zimmer, 108 m², CHF 3160.—","Salamanderweg 3, 8134 Adliswil, ZH",CHF 3160.—,«HÖFE - Ihre neue Familienoase!»,"4,5 Zimmer, 108 m², CHF 3160.—Salamanderweg 3, 8134 Adliswil, ZH«HÖFE - Ihre neue Familienoase!»Die 4½-Zimmer-Wohnungen im neuen Quartier HÖFE sind das perfekte Zuhause für Familien oder Paare, die Ruhe schätzen und dennoch die Nähe zum pulsierenden Leben suchen. Die exklusive Wohnqualität und die modernen Grundrisse, sind nur einige der zahlreichen Eigenschaften, die Ihnen der Schwalbenhof bietet. Die Highlights der 4.5 Zimmer-Wohnungen. Loggien mit Sicht auf den Innenhof oder Quartierhain, teilweise sogar zwei Loggien. Grosszügige, edle Küche mit hochwertigen Geräten der Marke Miele. Grosser offener Wohn-/Essbereich. Geräume Bäder mit 1",4.5,108,3160
1662023777-1067,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=13,"4,5 Zimmer, 101 m², CHF 2570.—","Wehntalerstrasse 286, 8046 Zürich, ZH",CHF 2570.—,«Zentrale Wohnlage»,"4,5 Zimmer, 101 m², CHF 2570.—Wehntalerstrasse 286, 8046 Zürich, ZH«Zentrale Wohnlage»Wir vermieten diese 4.5-Zimmerwohnung in einer gepflegten Überbauung, die Ihnen unter anderem folgendes zu bieten hat:- Wohnzimmer mit Parkettboden - abgeschlossene Küche- Badezimmer/WC- mit Plattenboden- separates WC- zwei Balkone - Keller- und EstrichabteilDie Musterfotos zeigen lediglich den Ausbaustandard der Wohnung. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundrissplan. Ein Abstellplatz für CHF 120.00 / Monat kann auf Wunsch separat dazu gemietet werden. In wenigen Gehminuten erreichen Sie die Haltestelle ""Zürich, Neuaffoltern"",Anbieter kontaktierenKontaktieren",4.5,101,2570
1662023758-913,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=19,"5,5 Zimmer, 128 m², CHF 2400.—","Püntenweg 2, 8184 Bachenbülach, ZH",CHF 2400.—,«Wunderschöne Dachwohnung in familienfreundlicher Umgebung»,"5,5 Zimmer, 128 m², CHF 2400.—Püntenweg 2, 8184 Bachenbülach, ZH«Wunderschöne Dachwohnung in familienfreundlicher Umgebung»Per 01.10.2022 oder nach Vereinbarung vermieten wir diese 5.5 Zimmer-Dachwohnung mit folgenden vorzügen:- Wohn- und Schlafzimmer mit Parkettboden- Küche und Nasszellen mit Plattenboden- helle Küche mit Geschirrspüler und Glaskeramikherd- modernes Bad- sep. WC mit Dusche- Cheminéeofen- Galerie- BalkonDie Überbauung verfügt über einen eigenen Spielplatz. Das Einkaufszentrum Bülach Süd, Schulen, öffentlicher Verkehr und Naherholungsgebiet liegen in unmittelbarer Nähe und sind zu Fuss erreichbar. Auch der der Autobahnanschluss in Richtung Zürich/ScAnbieter kontaktierenKontaktieren",5.5,128,2400
1662023771-1014,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=15,"3,5 Zimmer, 98 m², CHF 2450.—","Alte Landstrasse 29c, 8193 Eglisau, ZH",CHF 2450.—,"«3 ½ Zimmer-Wohnung, 8193 Eglisau»","3,5 Zimmer, 98 m², CHF 2450.—Alte Landstrasse 29c, 8193 Eglisau, ZH«3 ½ Zimmer-Wohnung, 8193 Eglisau»Anbieter kontaktierenKontaktieren",3.5,98,2450
1662023813-1357,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=1,"1,5 Zimmer, 32 m², CHF 2070.—","Herrligweg 9, 8048 Zürich, ZH",CHF 2070.—,«Wohnperle sucht Mieter»,"premium1,5 Zimmer, 32 m², CHF 2070.—Herrligweg 9, 8048 Zürich, ZH«Wohnperle sucht Mieter»Wohnperle an ruhiger, zentraler Lage sucht Mieter! Geniessen Sie das äusserst angenehme Wohnklima des Apartments mit seinen natürlichen Materialien. Der offene Grundrissplan vermittelt ein luftiges Raumgefühl und der durchdachte Innenausbau sowie die Möblierung schafft eine gemütliche Wohnatmosphäre. Das sonnige Business Apartment befindet sich an zentraler und ruhiger Lager in Zürich-Altstetten. Hier einige weitere Highlights:offene moderne Küche mit komfortablen Küchengerätenpflegeleichte, keramische Bodenplatten im BadezimmerEiche ParkettbodAnbieter kontaktierenKontaktieren",1.5,32,2070
1662023695-452,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=39,"3,5 Zimmer, 109 m², CHF 2750.—","Hauptstrasse 1e, 8544 Attikon, ZH",CHF 2750.—,«Mietwohnungen im Eigentumsstandard bieten jeglichen Komfort»,"3,5 Zimmer, 109 m², CHF 2750.—Hauptstrasse 1e, 8544 Attikon, ZH«Mietwohnungen im Eigentumsstandard bieten jeglichen Komfort»Die schöne Dachwohnung im Eigentumsstandard bieten jeglichen Komfort, den Sie sich von einer stadtnahen Wohnung auf dem Lande wünschen: Eine erstklassige und gepflegte Ausstattung in ländlicher Umgebung. Mit sonniger und zentraler Lage, lebendig und gleichzeitig idyllisch gelegen.Kurze Wege ins Grüne bei bester Verkehrsanbindung ermöglichen eine vielfältige Sport- und Freizeitgestaltung für unbeschwertes Wohnen auf dem Lande.Die individuellen Wohnungsgrundrisse überzeugen durch eine helle und grosszügige Einteilung mit lichtdurchfluteten Räumen",3.5,109,2750
1662023736-754,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=26,"4,5 Zimmer, 137 m², CHF 2490.—","Mühlestr. 4C, 8912 Obfelden, ZH",CHF 2490.—,«Grosszügige Wohnung mit eigenem Waschturm»,"4,5 Zimmer, 137 m², CHF 2490.—Mühlestr. 4C, 8912 Obfelden, ZH«Grosszügige Wohnung mit eigenem Waschturm»Nur wenige Fahrminuten von Affoltern am Albis entfernt, liegt die sympathische Gemeinde Obfelden. Der Ort bietet eine hohe Lebens- und Freizeitqualität. Die Wohnung bietet folgende Highlights:- Moderne Küche mit hochliegendem Backofen- Badezimmer mit Toilette- Dusche mit Toilette- Wohn-/Esszimmer, Entrée, Korridor sowie alle Zimmer sind in versiegeltem Langriemen-Eichenparkett ausgestattet - Schwedenofen im Wohnbereich - Tumbler und Waschmaschine in der Wohnung- Grosses Reduit- Einbauschränke im Korridor- Lift vorhanden Ein Bijou mit ländlichemVirtuelle TourAnbieter kontaktierenKontaktieren",4.5,137,2490
1662023714-584,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=33,"1 Zimmer, 28 m², CHF 2699.—","8001 Zürich, ZH",CHF 2699.—,«MÖBLIERT: 1 ZI-WOHNUNG IN ZÜRICH - KREIS 1 NIEDERDORF»,"1 Zimmer, 28 m², CHF 2699.—8001 Zürich, ZH«MÖBLIERT: 1 ZI-WOHNUNG IN ZÜRICH - KREIS 1 NIEDERDORF»MIETDAUER ab 1. November 2022 (mind. 3 Monate) 28m², im 1. Stock mit Lift, in Altbau, frisch renoviert, in gutem Zustand, Wohnzimmer mit Parkett/Laminat, Schlafzimmer mit Parkett/Laminat. Maximal 1 Person, Familien mit Kindern willkommen, Rauchen in der Wohnung nicht erlaubt. Direktlink: ums.ch/angebots-detail/57820/. Alle Zürich: ums.ch/moeblierte-wohnungen/zuerich/. Ergänzende Bemerkungen zur Miete. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo) Möblierung. Bodenheizung. modern, funktional, stilvoll, Designermöbel, gemüt",1.0,28,2699
1662023730-703,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=28,"4,5 Zimmer, 95 m², CHF 2490.—","Friedenstrasse 15a, 8304 Wallisellen, ZH",CHF 2490.—,"«zentral, hell und sonnig»","4,5 Zimmer, 95 m², CHF 2490.—Friedenstrasse 15a, 8304 Wallisellen, ZH«zentral, hell und sonnig»Neu",4.5,95,2490
1662023771-1030,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=15,"5 Zimmer, 187 m², CHF 8900.—","Parkring 57, 8002 Zürich, ZH",CHF 8900.—,«Wohnanlage Im Parkring - Exklusive Attikawohnung zu vermieten»,"5 Zimmer, 187 m², CHF 8900.—Parkring 57, 8002 Zürich, ZH«Wohnanlage Im Parkring - Exklusive Attikawohnung zu vermieten»Die Wohnanlage Parkring befindet sich in unmittelbarer Nähe vom Hürlimann-Areal. In wenigen Gehminuten sind der Bahnhof Enge sowie Tram-/Buslinien, Poststelle und verschiedene Einkaufsmöglichkeiten erreichbar. Zur Einkaufsmeile ""Bahnhofstrasse"" sind es ca. 15 Fussminuten.Die rund 190 m2 grosse Wohneinheit strahlt ein vornehmes Ambiente aus und ist wie folgt ausgestattet:Grosser repräsentativer Eingangsbereich mit Garderobe und Einbauschränken, Gegensprech-anlage mit Videofunktion, Doppelglastüre zum rund 70 m2 grossen Wohn-/Esszimmer mit Chemin",5.0,187,8900
1662023801-1252,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=5,"2,5 Zimmer, 71 m², CHF 4400.—","Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH",CHF 4400.—,«2.5 Zimmerwohnung mitten im Herzen des Zürcher Kult-Quartiers Kreis 4»,"top2,5 Zimmer, 71 m², CHF 4400.—Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH«2.5 Zimmerwohnung mitten im Herzen des Zürcher Kult-Quartiers Kreis 4»Das ehemalige Telefongebäude an der Müller-/Ankerstrasse wird totalsaniert. Neu entstehen 18 stilvolle Stadtwohnungen der Grössen 2 ½- und 3 ½-Zimmer.Finden Sie im Platz4 ein inspirierendes Zuhause, welches Ihren Wünschen und Bedürfnissen entspricht.Geniessen Sie folgenden Komfort der 2 ½-Zimmer-Mietwohnung:?Totalsanierung / Erstvermietung?Offener, heller Wohn- und Essbereich?Moderne Küche mit hochwertigen Küchengeräten?Elegantes Badezimmer mit Dusche und privatem Waschturm?Überhohe Decken bis zu 3.6 m?Pflegeleichte keramische Bodenplatten in PAnbieter kontaktierenKontaktieren",2.5,71,4400
1662023739-778,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=25,"3,5 Zimmer, 79 m², CHF 2600.—","Bleicherstrasse 43, 8953 Dietikon, ZH",CHF 2600.—,"«Geräumige Dietikon 3.5 Zim.+ W/T, + Lag, über Blueground»","3,5 Zimmer, 79 m², CHF 2600.—Bleicherstrasse 43, 8953 Dietikon, ZH«Geräumige Dietikon 3.5 Zim.+ W/T, + Lag, über Blueground»Genießen Sie einen optimierten, problemlosen und schnellen Buchungsprozess mit individuellen Preisen basierend auf Ihrer Aufenthaltsdauer und erhalten Sie Zugang zu den besten Wohnungen von Zürich! und das alles im Rahmen flexibler Mietverträge!Erleben Sie mit Blueground Zürich ein neues Lebensgefühl!Schließe jetzt einen Mietvertrag für 12+ monate zum günstigen Tarif von 2600 CHF.Richtpreise/Mietdauer:6-monatiger Mietdauer: CHF 2900 */p.M.3-monatiger Mietvertrag: CHF 3360 */p.M.2-monatiger Mietvertrag: CHF 3600 */p.M.1-monatiger Mietvertrag: CH",3.5,79,2600
1662023707-551,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=35,"2 Zimmer, 47 m², CHF 1425.—","Ifangweg 7, 8610 Uster, ZH",CHF 1425.—,«MIETEN OHNE KAUTION - Hier finden Sie mehr für weniger.»,"2 Zimmer, 47 m², CHF 1425.—Ifangweg 7, 8610 Uster, ZH«MIETEN OHNE KAUTION - Hier finden Sie mehr für weniger.»Die 2-Zimmerwohnung bietet folgende Merkmale:- Wohnbereich Parkett- Küche mit Geschirrspüler und Glaskeramikherd- Schönes, modernes Bad- Helle Räume- Wandschrank Korridor- Balkon- Quartier ""Gschwader""- Bus in unmittelbarer Nähe- Gepflegte Ueberbauung- KellerabteilBilder zeigen den Standard.Wir freuen uns auf Ihre Kontaktaufnahme!Anbieter kontaktierenKontaktieren",2.0,47,1425
1662023804-1293,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=4,"4,5 Zimmer, 115 m², CHF 3220.—","Alte Römerstrasse 24, 8404 Winterthur, ZH",CHF 3220.—,"«Attraktive Wohnung in ruhigem Quartier, ausgebaut für den Eigenbedarf»","top4,5 Zimmer, 115 m², CHF 3220.—Alte Römerstrasse 24, 8404 Winterthur, ZH«Attraktive Wohnung in ruhigem Quartier, ausgebaut für den Eigenbedarf»Diese attraktive 4,5 Zimmer-Wohnung ist im zertifizierten Minergiestandart gebaut und bietet Ihnen nebst einem grosszügigen Grundriss die folgende Ausstattung:Hervorragende WohnqualitätHoher AusbaustandartHelles Wohn-, Esszimmer mit offener KücheGrosse Kochinsel mit Steinabdeckungmoderne Küche mit jeglichem Komfort und separatem SteamerParkettböden in allen ZimmernKüche und Nasszellen mit KeramikplattenBeide Nasszellen mit FensterGrosse Einbauschränke im KorridorEinbauschränke mit Schiebetüren im ElternschlafzimmerEigener Waschturm in der Wohnu",4.5,115,3220
1662023758-926,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=19,"2,5 Zimmer, 63 m², CHF 2030.—","Lochäckerstrasse 14, 8302 Kloten, ZH",CHF 2030.—,«Naturverbundenes und modernes Wohnen»,"2,5 Zimmer, 63 m², CHF 2030.—Lochäckerstrasse 14, 8302 Kloten, ZH«Naturverbundenes und modernes Wohnen»Wir sind auf der Suche nach neuen Mietern für diese top moderne 2.5-Zimmerwohnung an der Lochäckerstrasse 14, welche Ihnen zusätzlich die folgenden Annehmlichkeiten bietet:- alle Zimmer mit Fussbodenheizung- Wohn- und Schlafräume mit Eichenparkettboden, matt versiegelt- moderne Küche mit Glaskeramikkochfeld - mit Backofen und Geschirrspüler (alle Geräte von V-Zug)- Nasszellen (Bad/WC und Dusche/WC) - mit keramischen Platten (anthrazit, weiss)- im Untergeschoss pro Wohnung ein separat abgetrenntes Waschabteil (Waschmaschine / Tumbler)- Loggia - Anbieter kontaktierenKontaktieren",2.5,63,2030
1662023755-901,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=20,"3,5 Zimmer, 84 m², CHF 3190.—","Seestrasse 412, 8038 Zürich, ZH",CHF 3190.—,«Vollsanierte 3.5 Zimmerwohnung direkt am See»,"3,5 Zimmer, 84 m², CHF 3190.—Seestrasse 412, 8038 Zürich, ZH«Vollsanierte 3.5 Zimmerwohnung direkt am See»An der Seestraße 412, nur eine Katzensprung vom Zürichsee, vermieten wir per September 2022 eine neu sanierte 3.5 Zimmerwohnung. Die Wohnung im Erdgeschoss, kann optional auch als Büro genutzt werden.Die Wohnung wird totalsaniert und modernisiert. Der Ausbaustandart ist elegant und hochwertig. - Parkett in allen Zimmer- moderne Küche mit Backofen und Steamer- WC und Bad/WC- Waschturm- Bodenheizung Parkplätze können für CHF 130.- dazu gemietet werden. Die Wohnung kann Anfangs Juli besichtig werden. Wir freuen uns über Ihre Kontaktanfrage.",3.5,84,3190
1662023761-960,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=18,"3 Zimmer, 60 m², CHF 1610.—","Sulzbergstrasse 8, 8400 Winterthur, ZH",CHF 1610.—,«Wohnen an ruhiger Lage in der Nähe des Bahnhof - befristet - 30.09.2024»,"3 Zimmer, 60 m², CHF 1610.—Sulzbergstrasse 8, 8400 Winterthur, ZH«Wohnen an ruhiger Lage in der Nähe des Bahnhof - befristet - 30.09.2024»An bevorzugter und ruhiger Wohnlage in Winterthur vermieten wir diese helle und schmucke 3.0-Zimmerwohnung, welche Ihnen unter anderem folgendes zu bieten hat:- Wohnzimmer mit Parkettboden- grosszügiges Schlafzimmer mit Novilonboden- helle Küche mit Fenster- mit Glaskeramikherd- und Einbauschränken- Badezimmer/WC mit Badewanne- Balkon ins Grüne- Estrich- und Kellerabteil- LiftDie Bilder zeigen lediglich den Ausbaustandard und können von der genannten Wohnung abweichen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.Bei Bedarf und",3.0,60,1610
